signal_score,name,stars,language,category,description,url,last_updated,topics,license,forks,open_issues,readme_snippet
1.3625,Superalgos,5361,JavaScript,trading_core,"Free, open-source crypto trading bot, automated bitcoin / cryptocurrency trading software, algorithmic trading bots. Visually design your crypto trading bot, leveraging an integrated charting system, data-mining, backtesting, paper trading, and multi-server crypto bot deployments.",https://github.com/Superalgos/Superalgos,2026-03-26,"algorithmic-trading, algotrading, bitcoin-trading, bitcoin-trading-bots, crypto, crypto-trading, crypto-trading-bots, crypto-trading-strategies, cryptocurrencies, cryptocurrency, cryptocurrency-trading-bots, free, open-source, quantitative-trading, trading, trading-algorithms, trading-bot, trading-platform, trading-strategies, trading-systems",Apache-2.0,6083,97,
1.2494,hummingbot,17835,Python,trading_core,Open source software that helps you create and deploy high-frequency crypto trading bots,https://github.com/hummingbot/hummingbot,2026-03-27,"algotrading, arbitrage, backtesting, bitcoin, bot, crypto, cryptocurrency, cython, dex, docker, ethereum, hft, marketmaking, orderbook, python, trading",Apache-2.0,4552,349,
1.2096,rqalpha,6254,Python,trading_core,"A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securities",https://github.com/ricequant/rqalpha,2026-03-26,"backtest, finance, futures, python, quant, ricequant, rqalpha, stock, ta-lib, trading",NOASSERTION,1721,25,
1.209,quant-trading,9528,Python,trading_core,"Python quantitative trading strategies including VIX Calculator, Pattern Recognition, Commodity Trading Advisor, Monte Carlo, Options Straddle, Shooting Star, London Breakout, Heikin-Ashi, Pair Trading, RSI, Bollinger Bands, Parabolic SAR, Dual Thrust, Awesome, MACD",https://github.com/je-suis-tm/quant-trading,2026-03-26,"algorithmic-trading, bollinger-bands, commodity-trading, macd, momentum-strategy, momentum-trading-strategy, options-strategies, options-trading, pair-trading, quant, quantimental-analysis, quantitative-finance, quantitative-trading, quantitative-trading-strategies, statistical-arbitrage, trading-algorithms, trading-bot, trading-strategies, trading-strategy, trading-systems",Apache-2.0,1749,2,
1.1978,backtesting.py,8111,Python,trading_core,🔎 📈 🐍 💰  Backtest trading strategies in Python.,https://github.com/kernc/backtesting.py,2026-03-26,"algo-trading, algorithmic-trading, backtesting, backtesting-engine, backtesting-frameworks, backtesting-trading-strategies, finance, financial-markets, forex, forex-trading, framework, hacktoberfest, investing, investment, investment-strategies, stocks, trading, trading-algorithms, trading-simulator, trading-strategies",AGPL-3.0,1417,72,
1.1796,freqtrade-bot,560,Python,trading_core,"Freqtrade — Configuration and management tool for the Freqtrade open-source crypto trading bot with strategy backtesting, live/dry-run modes, 10+ exchange support (Binance, Kraken, OKX), hyperparameter optimization, FreqUI dashboard, and Rich terminal menu interface",https://github.com/Kaleighc793/freqtrade-bot,2026-03-27,"algorithmic-trading, backtesting, botbinance, bybit-trading, ccxt, cryptoautomation, cryptobot, dry-run, freqai, freqtrade, futures-trading, machine-learning, okx-trading, open-source-trading, python-trading, spot-trading, telegrambot, trading-cryptobot, trading-strategy, webui",MIT,352,1,
1.1714,Krypto-trading-bot,3678,C++,trading_core,Self-hosted crypto trading bot (automated high frequency market making) written in C++,https://github.com/ctubio/Krypto-trading-bot,2026-03-26,"binance, bitcoin, bitfinex, bitmex, bob-marley, bot-platform, coinbase, cryptocurrency, exchange, hitbtc, kraken, kucoin, market-data, market-maker, skate-or-die, trade, trading, trading-bot, trading-platform, trading-strategies",NOASSERTION,832,64,
1.1708,SGX-Full-OrderBook-Tick-Data-Trading-Strategy,2247,Jupyter Notebook,trading_core,Providing the solutions for high-frequency trading (HFT) strategies using data science approaches (Machine Learning) on Full Orderbook Tick Data.,https://github.com/rorysroes/SGX-Full-OrderBook-Tick-Data-Trading-Strategy,2026-03-26,"algorithmic-trading, backtesting-trading-strategies, feature-engineering, feature-selection, high-frequency-trading, investment, limit-order-book, machine-learning, market-maker, market-making, market-microstructure, model-selection, orderbook, orderbook-tick-data, python, quant, quantitative-trading, trading, trading-strategies",,693,5,
1.1697,hikyuu,3060,C++,trading_core,Hikyuu Quant Framework 基于C++/Python的极速开源量化交易研究框架，同时可基于策略部件进行资产重用，快速累积策略资产。,https://github.com/fasiondog/hikyuu,2026-03-25,"algorithms-trading, backtesting, cpp, finance, fintech, python, quant, stock, system-trading, trading, vestment",Apache-2.0,741,4,
1.1693,hftbacktest,3862,Rust,trading_core,"Free, open source, a high frequency trading and market making backtesting and trading bot, which accounts for limit orders, queue positions, and latencies, utilizing full tick data for trades and order books(Level-2 and Level-3), with real-world crypto trading examples for Binance and Bybit",https://github.com/nkaz001/hftbacktest,2026-03-26,"algorithmic-trading, algotrading, backtesting, backtesting-engine, backtesting-trading-strategies, binance, crypto-bot, crypto-trading, hft, high-frequency-trading, limit-order-book, market-maker, market-making, orderbook, orderbook-tick-data, quantitative-trading, trading-algorithms, trading-simulator, trading-strategies, tradingbot",MIT,742,10,
