signal_score,name,stars,language,category,description,url,last_updated,topics,license,forks,open_issues,readme_snippet
1.3624,Superalgos,5368,JavaScript,trading_core,"Free, open-source crypto trading bot, automated bitcoin / cryptocurrency trading software, algorithmic trading bots. Visually design your crypto trading bot, leveraging an integrated charting system, data-mining, backtesting, paper trading, and multi-server crypto bot deployments.",https://github.com/Superalgos/Superalgos,2026-03-29,"algorithmic-trading, algotrading, bitcoin-trading, bitcoin-trading-bots, crypto, crypto-trading, crypto-trading-bots, crypto-trading-strategies, cryptocurrencies, cryptocurrency, cryptocurrency-trading-bots, free, open-source, quantitative-trading, trading, trading-algorithms, trading-bot, trading-platform, trading-strategies, trading-systems",Apache-2.0,6084,100,:small_orange_diamond: Superalgos 1.6.1 !contributors !pull-activity !last-commit !bot-friendliness :small_orange_diamond: Table of Contents Main Topics - Introduction - Before You Begin - Getting Started - Installation Options - Installation for Developers and Contributors - Prerequisites - Superal
1.2494,hummingbot,17866,Python,trading_core,Open source software that helps you create and deploy high-frequency crypto trading bots,https://github.com/hummingbot/hummingbot,2026-03-29,"algotrading, arbitrage, backtesting, bitcoin, bot, crypto, cryptocurrency, cython, dex, docker, ethereum, hft, marketmaking, orderbook, python, trading",Apache-2.0,4559,356,!Hummingbot ---- ![License](https://github.com/hummingbot/hummingbot/blob/master/LICENSE) ![Twitter](https://twitter.com/_hummingbot) ![Youtube](https://www.youtube.com/@hummingbot) ![Discord](https://discord.gg/hummingbot) Hummingbot is an open-source framework that helps you design and deploy auto
1.2097,rqalpha,6259,Python,trading_core,"A extendable, replaceable Python algorithmic backtest && trading framework supporting multiple securities",https://github.com/ricequant/rqalpha,2026-03-29,"backtest, finance, futures, python, quant, ricequant, rqalpha, stock, ta-lib, trading",NOASSERTION,1723,25,======= RQAlpha ======= .. image:: https://raw.githubusercontent.com/ricequant/rq-resource/master/rqalpha/logo.jpg .. image:: https://github.com/ricequant/rqalpha/workflows/Test/badge.svg :target: https://github.com/ricequant/rqalpha/actions?query=workflow%3ATest :alt: GitHub Actions status for mast
1.2092,quant-trading,9554,Python,trading_core,"Python quantitative trading strategies including VIX Calculator, Pattern Recognition, Commodity Trading Advisor, Monte Carlo, Options Straddle, Shooting Star, London Breakout, Heikin-Ashi, Pair Trading, RSI, Bollinger Bands, Parabolic SAR, Dual Thrust, Awesome, MACD",https://github.com/je-suis-tm/quant-trading,2026-03-29,"algorithmic-trading, bollinger-bands, commodity-trading, macd, momentum-strategy, momentum-trading-strategy, options-strategies, options-trading, pair-trading, quant, quantimental-analysis, quantitative-finance, quantitative-trading, quantitative-trading-strategies, statistical-arbitrage, trading-algorithms, trading-bot, trading-strategies, trading-strategy, trading-systems",Apache-2.0,1754,2,"Quant-trading &nbsp; Intro &nbsp; > We’re right 50.75 percent of the time... but we’re 100 percent right 50.75 percent of the time, you can make billions that way. <br><br> > --- Robert Mercer, co-CEO of Renaissance Technologies > If you trade a lot, you only need to be right 51 percent of the time,"
1.1978,backtesting.py,8126,Python,trading_core,🔎 📈 🐍 💰  Backtest trading strategies in Python.,https://github.com/kernc/backtesting.py,2026-03-29,"algo-trading, algorithmic-trading, backtesting, backtesting-engine, backtesting-frameworks, backtesting-trading-strategies, finance, financial-markets, forex, forex-trading, framework, hacktoberfest, investing, investment, investment-strategies, stocks, trading, trading-algorithms, trading-simulator, trading-strategies",AGPL-3.0,1419,72,![](https://kernc.github.io/backtesting.py/) Backtesting.py ============== ![Build Status](https://github.com/kernc/backtesting.py/actions) ![Code Coverage](https://codecov.io/gh/kernc/backtesting.py) ![Source lines of code](https://ghloc.vercel.app/kernc/backtesting.py) ![Backtesting on PyPI](https
1.1792,freqtrade-bot,562,Python,trading_core,"Freqtrade — Configuration and management tool for the Freqtrade open-source crypto trading bot with strategy backtesting, live/dry-run modes, 10+ exchange support (Binance, Kraken, OKX), hyperparameter optimization, FreqUI dashboard, and Rich terminal menu interface",https://github.com/Kaleighc793/freqtrade-bot,2026-03-29,"algorithmic-trading, backtesting, botbinance, bybit-trading, ccxt, cryptoautomation, cryptobot, dry-run, freqai, freqtrade, futures-trading, machine-learning, okx-trading, open-source-trading, python-trading, spot-trading, telegrambot, trading-cryptobot, trading-strategy, webui",MIT,352,1,"freqtrade-bot Freqtrade — Configuration and management tool for the Freqtrade open-source crypto trading bot with strategy backtesting, live/dry-run modes, 10+ exchange support (Binance, Kraken, OKX), hyperparameter optimization, FreqUI dashboard, and Rich terminal menu interface <div align=""center"""
1.1713,Krypto-trading-bot,3678,C++,trading_core,Self-hosted crypto trading bot (automated high frequency market making) written in C++,https://github.com/ctubio/Krypto-trading-bot,2026-03-29,"binance, bitcoin, bitfinex, bitmex, bob-marley, bot-platform, coinbase, cryptocurrency, exchange, hitbtc, kraken, kucoin, market-data, market-maker, skate-or-die, trade, trading, trading-bot, trading-platform, trading-strategies",NOASSERTION,830,64,"<img align=""left"" src=""https://user-images.githubusercontent.com/1634027/36237231-e611590e-11fa-11e8-8486-6675078501dc.jpg"" /><p align=""right"">self reminder:<br><b>patience is the mother of science</b></p><br><a href=""http://ciutatrefugi.barcelona/en/welcome-barcelona"">\*\*\* REFUGEES WELCOME! \*\*\"
1.1707,SGX-Full-OrderBook-Tick-Data-Trading-Strategy,2245,Jupyter Notebook,trading_core,Providing the solutions for high-frequency trading (HFT) strategies using data science approaches (Machine Learning) on Full Orderbook Tick Data.,https://github.com/rorysroes/SGX-Full-OrderBook-Tick-Data-Trading-Strategy,2026-03-29,"algorithmic-trading, backtesting-trading-strategies, feature-engineering, feature-selection, high-frequency-trading, investment, limit-order-book, machine-learning, market-maker, market-making, market-microstructure, model-selection, orderbook, orderbook-tick-data, python, quant, quantitative-trading, trading, trading-strategies",,692,5,"Modeling High-Frequency Limit Order Book Dynamics Using Machine Learning * Framework to capture the dynamics of high-frequency limit order books. <img src=""./Graph/pipline.png"" width=""650""> Overview In this project I used machine learning methods to capture the high-frequency limit order book dynami"
1.1702,hikyuu,3066,C++,trading_core,Hikyuu Quant Framework 基于C++/Python的极速开源量化交易研究框架，同时可基于策略部件进行资产重用，快速累积策略资产。,https://github.com/fasiondog/hikyuu,2026-03-29,"algorithms-trading, backtesting, cpp, finance, fintech, python, quant, stock, system-trading, trading, vestment",Apache-2.0,741,4,!title --- !img !img !img !img !img !img Hikyuu Quant Framework是一款基于C++/Python的开源超高速量化交易研究框架，用于策略分析及回测（目前主要用于国内A股市场）。专注于量化交易领域的核心技术构建，涵盖**交易模型开发、极速计算引擎、高效回测框架及实盘拓展能力**。其核心思想基于当前成熟的系统化交易方法，将整个系统化交易抽象为由市场环境判断策略、系统有效条件、信号指示器、止损/止盈策略、资金管理策略、盈利目标策略、移滑价差算法等组件，你可以分别构建这些组件的策略资产库，在实际研究中对它们自由组合来观察系统的有效性、稳定性以及
1.1696,hftbacktest,3871,Rust,trading_core,"Free, open source, a high frequency trading and market making backtesting and trading bot, which accounts for limit orders, queue positions, and latencies, utilizing full tick data for trades and order books(Level-2 and Level-3), with real-world crypto trading examples for Binance and Bybit",https://github.com/nkaz001/hftbacktest,2026-03-29,"algorithmic-trading, algotrading, backtesting, backtesting-engine, backtesting-trading-strategies, binance, crypto-bot, crypto-trading, hft, high-frequency-trading, limit-order-book, market-maker, market-making, orderbook, orderbook-tick-data, quantitative-trading, trading-algorithms, trading-simulator, trading-strategies, tradingbot",MIT,748,10,=========== HftBacktest =========== |codeql| |python| |pypi| |downloads| |rustc| |crates| |license| |docs| |roadmap| |github| High-Frequency Trading Backtesting Tool ======================================= This framework is designed for developing high frequency trading and market making strategies.
1.1642,Riskfolio-Lib,3999,C++,trading_core,Portfolio Optimization and Quantitative Strategic Asset Allocation in Python,https://github.com/dcajasn/Riskfolio-Lib,2026-03-29,"asset-allocation, convex-optimization, cvar-optimization, cvxpy, drawdown-model, duration-matching, efficient-frontier, finance, investment, investment-analysis, portfolio-management, portfolio-optimization, principal-components-regression, quantitative-finance, risk-contribution, risk-factors, risk-parity, sharpe-ratio, stepwise-regression, trading",BSD-3-Clause,639,0,"Riskfolio-Lib **Portfolio Optimization in Python, Easy for Everyone.** <a href=""https://www.kqzyfj.com/click-101360347-15150084?url=https%3A%2F%2Flink.springer.com%2Fbook%2F9783031843037"" target=""_blank""> <div> <img src=""https://raw.githubusercontent.com/dcajasn/Riskfolio-Lib/refs/heads/master/docs/"
1.1561,Stock-Prediction-Models,9273,Jupyter Notebook,trading_ml,Gathers machine learning and deep learning models for Stock forecasting including trading bots and simulations,https://github.com/huseinzol05/Stock-Prediction-Models,2026-03-29,"deep-learning, deep-learning-stock, evolution-strategies, learning-agents, lstm, lstm-sequence, monte-carlo, monte-carlo-markov-chain, seq2seq, stock-market, stock-prediction-models, stock-price-forecasting, stock-price-prediction, strategy-agent, trading-bot",Apache-2.0,3020,47,"<p align=""center""> <a href=""readme""> <img alt=""logo"" width=""50%"" src=""output/evolution-strategy.png""> </a> </p> <p align=""center""> <a href=""https://github.com/huseinzol05/Stock-Prediction-Models/blob/master/LICENSE""><img alt=""MIT License"" src=""https://img.shields.io/badge/License-Apache--License--2."
1.1489,TradeMaster,2547,Jupyter Notebook,trading_core,TradeMaster is an open-source platform for quantitative trading empowered by reinforcement learning :fire: :zap: :rainbow:,https://github.com/TradeMaster-NTU/TradeMaster,2026-03-29,"finance, fintech, investment-strategies, jupyter-notebook, machine-learning, python, pytorch, quantitative-trading, reinforcement-learning, stock-market, trading-platform",Apache-2.0,491,24,"TradeMaster: An RL Platform for Trading <div align=""center""> <img align=""center"" src=https://github.com/TradeMaster-NTU/TradeMaster/blob/main/figure/Logo.png width=""25%""/> <div>&nbsp;</div> ![Python 3.9](https://www.python.org/downloads/release/python-3916/) ![Platform](Platform) ![License](License)"
1.1473,pybroker,3248,Python,trading_core,Algorithmic Trading in Python with Machine Learning,https://github.com/edtechre/pybroker,2026-03-29,"ai, algorithmic-trading, algotrading, artificial-intelligence, backtesting, crypto, cryptocurrency, data-science, finance, framework, investment, machine-learning, python, quantitative-finance, stocks, trading, trading-strategies",NOASSERTION,419,6,"<img src=""https://github.com/edtechre/pybroker/blob/master/docs/_static/pybroker-logo.png?raw=true"" alt=""PyBroker""> ![python](https://www.python.org/) ![Apache 2.0 with Commons Clause](https://www.pybroker.com/en/latest/license.html) ![Documentation Status](https://www.pybroker.com/en/latest/?badge="
1.1406,polymarket-market-maker-bot,327,Python,trading_core,"Polymarket trading bot, production-ready market-making bot for Polymarket’s CLOB. It manages inventory, places optimal quotes, handles cancel/replace cycles, and applies automated risk controls. Designed for efficient spread capture, balanced YES/NO exposure, and real-time orderbook trading with low latency and gas-optimized operations.",https://github.com/lorine93s/polymarket-market-maker-bot,2026-03-29,"algorithmic-trading, automated-trading, copy-trading-bot, copytrading-bot, high-frequency-trading, inventory-management, liquidity-provider, liquidity-providers, market-maker-bot, polymarket-bot, polymarket-copy-trade, polymarket-copy-trading-bot, polymarket-market-maker-bot, polymarket-trade-bot, polymarket-trading-bot, polymarket-trading-bot-tools, polymarket-trading-strategy, prediction-markets, trading-bot, websocket",,188,4,"Polymarket Market Maker Bot Production-grade **Polymarket CLOB market-making bot** with optimized inventory management, spread farming, intelligent cancel/replace cycles, and automated risk controls. Designed for professional market makers seeking balanced exposure, efficient quote placement, and ma"
1.1369,howtrader,893,Python,trading_core,"Howtrader: A crypto quant framework for developing, backtesting, and executing your own trading strategies. Seamlessly integrates with TradingView and other third-party signals. Simply send a post request to automate trading and order placement. Supports Binance and Okex exchanges.",https://github.com/51bitquant/howtrader,2026-03-25,"51bitquant, algo, binance, binance-api, binance-bot, binance-trader, bitcoin, cryptocurrency, eth, okx-exchange, okx-v5, python, quant, quantitative, trader, trading, tradingview, tradingview-alert, tradingview-webhooks, vnpy",MIT,337,23,"HowTrader 中文文档 What does Howtrader means? It means how to be a trader, especially a quant trader. HowTrader crypto quantitative trading framework, and was forked from VNPY, so the core codes、functions and useages are pretty similar to VNPY, but would be more easy to install and use. By the way, Howt"
1.132,bitquant,1127,Python,trading_core,51bitquant Python数字货币量化交易视频 CCXT框架 爬取交易所数据 比特币量化交易 交易机器人51bitquant tradingbot cryptocurrency quantitative trading btc trading,https://github.com/51bitquant/bitquant,2026-03-26,"51bitquant, algorithmic-trading, ccxt, cryptocurrency, gekko, high-frequency-trading, klines, marketmaker, python, quant, quantitative-finance, trading, trading-bot, trading-strategies, tradingview, vnpy",MIT,318,2,python数字货币量化交易视频代码 youtube视频链接: https://www.youtube.com/channel/UCjCMoRi4dZ6LRV2KL_RP8KQ/videos B站找到视频链接: https://space.bilibili.com/401686908 币安合约交易快速下单软件下载 链接地址：https://share.weiyun.com/F03qTiin 网易云课堂进阶课程 如果你想学习进阶的课程，可以看下一网易云课堂的视频: https://study.163.com/course/courseMain.htm?courseId=1209509824 课程
1.1311,blankly,2420,Python,trading_core,"🚀 💸  Easily build, backtest and deploy your algo in just a few lines of code. Trade stocks, cryptos, and forex across exchanges w/ one package.",https://github.com/blankly-finance/blankly,2026-03-29,"algotrading, binance, blankly, bot, bot-framework, bots, coinbase, crypto, cryptocurrency, framework, investment, platform, python, stocks, trading, trading-bot, trading-strategies",LGPL-3.0,310,32,"<br /> <div align=""center""> <img style=""margin: 0 auto; padding-bottom: 15px; padding-top: 30px"" width=70%"" src=""https://firebasestorage.googleapis.com/v0/b/blankly-6ada5.appspot.com/o/blankly-github-logo.png?alt=media&token=8f436cd2-3d28-432c-867a-afef780f4260""> </div> <br /> <div align=""center""> <"
1.1259,barter-rs,2041,Rust,trading_core,Open-source Rust framework for building event-driven live-trading & backtesting systems,https://github.com/barter-rs/barter-rs,2026-03-29,"algo-trading, algorithmic-trading, algotrading, backtesting, backtesting-engine, backtesting-frameworks, backtesting-trading-strategies, crypto-bot, event-driven, hft, high-frequency-trading, market-making, quant, quantitative-finance, rust, trading-bot, trading-platform, trading-simulator, trading-strategies, trading-systems",MIT,329,72,"Barter Barter is an algorithmic trading ecosystem of Rust libraries for building high-performance live-trading, paper-trading and back-testing systems. * **Fast**: Written in native Rust. Minimal allocations. Data-oriented state management system with direct index lookups. * **Robust**: Strongly typ"
1.123,QuantDinger,1066,Python,trading_core,"AI-driven, local-first quantitative trading platform for research, backtesting and live execution. Python-native, privacy-first, open source.",https://github.com/brokermr810/QuantDinger,2026-03-29,"ai-trading, algo-trading, algorithmic-trading, backtesting, llm, local-first, multi-agent, polymarket, quantitative-trading, systematic-trading, trading-platform, vibe-coding, vibe-trading",Apache-2.0,267,6,"<div align=""center""> <a href=""https://github.com/brokermr810/QuantDinger""> <img src=""https://ai.quantdinger.com/img/logo.e0f510a8.png"" alt=""QuantDinger Logo"" width=""160"" height=""160""> </a> <h1>QuantDinger</h1> <h3>AI-Native Quantitative Trading Platform</h3> <p><strong>Vibe Coding Meets Algo Trading"
1.119,Options-Trading-Strategies-in-Python,977,Python,trading_core,Developing Options Trading Strategies using Technical Indicators and Quantitative Methods,https://github.com/PyPatel/Options-Trading-Strategies-in-Python,2026-03-29,"indicators, machine-learning, machine-learning-algorithms, options-trading, options-trading-strategies, python, python3, quantitative, quantitative-finance, quantitative-investment, quantitative-strategies, quantitative-trading, technical-indicators",,245,6,
1.1183,adamant-tradebot,774,JavaScript,trading_core,"Free self-hosted market-making bot for crypto projects & token issuers. Volume, spread, liquidity, price ranges, and dynamic order books — all in one.",https://github.com/Adamant-im/adamant-tradebot,2026-03-27,"algorithmic-trading, bitcoin, blockchain, crypto, crypto-bot, crypto-exchanges, cryptocurrency, liquidity, market-liquidity, market-making, order-book, orderbook, self-hosted, spread, trading, trading-bot, trading-volume, volume",,236,9,
1.1126,Quantitative-Notebooks,1319,Jupyter Notebook,trading_core,"Educational notebooks on quantitative finance, algorithmic trading, financial modelling and investment strategy",https://github.com/LongOnly/Quantitative-Notebooks,2026-03-25,"algorithmic-trading, algotrading, asset-allocation, asset-management, asset-pricing, data-analysis, data-science, financial-analysis, jupyter, machine-learning, notebook, pairs-trading, python, quantitative-finance, quantitative-trading, stock-trading, trading-algorithms, trading-strategies",Apache-2.0,214,0,
1.1118,algotrading,1525,Python,trading_core,Algorithmic trading framework for cryptocurrencies.,https://github.com/ivopetiz/algotrading,2026-03-29,"algorithmic-trading, algotrading, backtest, backtesting-trading-strategies, bot, crypto, crypto-algotrading, cryptocurrencies, cryptocurrency, cryptocurrency-exchanges, framework, hft, hft-trading, high-frequency-trading, realtime, trading, trading-algorithms, trading-api, trading-bot, trading-simulator",MIT,195,8,
1.104,ccxt,41564,Python,trading_infra,A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ,https://github.com/ccxt/ccxt,2026-03-29,"altcoin, api, arbitrage, bitcoin, bot, btc, crypto, cryptocurrencies, cryptocurrency, eth, ethereum, exchange, invest, library, market-data, memecoin, merchant, strategy, trade, trading",MIT,8566,1385,
1.0982,kalshi-ai-trading-bot,308,Python,trading_core,"🤖 Advanced AI-powered trading system for Kalshi prediction markets. Features Grok-4 integration, multi-agent decision making, portfolio optimization, and real-time market analysis. Educational/research purposes only.",https://github.com/ryanfrigo/kalshi-ai-trading-bot,2026-03-29,"ai-trading, automated-trading, kalshi, machine-learning, portfolio-optimization, prediction-markets, python, quantitative-trading, risk-management, trading-bot",MIT,121,2,
1.0978,Quantdom,761,Python,trading_core,Python-based framework for backtesting trading strategies & analyzing financial markets [GUI :neckbeard:],https://github.com/constverum/Quantdom,2026-03-14,"algorithmic-trading, algotrading, backtesting, finance, financial-analysis, fintech, investment, quant, quantitative-finance, stock-market, trading, trading-platform, trading-strategies",Apache-2.0,190,11,
1.0974,algobot,953,Python,trading_core,"Cryptocurrency trading bot with a graphical user interface with support for simulations, backtests, optimizations, and running live bots.",https://github.com/ZENALC/algobot,2026-03-25,"backtests, bot, crypto, cryptocurrency, optimizations, pyqt, pyqt5, python, robot, simulations, telegram, trade, trading",GPL-3.0,178,23,
1.0863,indicator,829,Go,trading_core,"Indicator Go delivers a rich set of technical analysis indicators, customizable strategies, and a powerful backtesting framework. No dependencies, just pure simplicity. ✨ See how! 👀",https://github.com/cinar/indicator,2026-03-29,"algorithmic-trading, bollinger-bands, finance, financial-instruments, indicator, indicators, macd, quant, quantative-finance, quantative-trading, quantitative-finance, stock-analysis, stock-market, technical-analysis, technical-analysis-indicators, technical-analysis-library, trading, trading-algorithms, trading-strategies, yahoo-finance",AGPL-3.0,150,40,
1.0789,mmb,600,Rust,trading_core,"Trading bot implemented in Rust, with market making and strategy automation for any exchange or blockchain.",https://github.com/purefinance/mmb,2026-03-27,"bot, crypto, cryptocurrency, marketmaker, marketmaking, orderbook, rust, rust-lang, serum, trading-bot, trading-strategies",GPL-3.0,103,1,
1.0715,investing-algorithm-framework,709,Python,trading_core,"Framework for developing, backtesting, and deploying automated trading algorithms and trading bots.",https://github.com/coding-kitties/investing-algorithm-framework,2026-03-27,"algorithmic-trading, backtesting, backtesting-trading-strategies, cryptocurrency, python, quantitative, quantitative-analysis, quantitative-finance, quantitative-trading, trade, trading, trading-bot, trading-bots, trading-strategies",Apache-2.0,93,20,
1.0707,alpha-rptr,639,Python,trading_core,"A trading bot for automated algorithmic trading on Binance Futures, Bybit, BitMEX and FTX written in python.",https://github.com/TheFourGreatErrors/alpha-rptr,2026-03-25,"algo, algorithmic-trading, binance, binance-futures, bitcoin, bitmex, bot, bybit, crypto, cryptocurrency, ftx, ftx-exchange, python, quantitative-trading, trading, trading-bot, trading-systems, websocket",MIT,81,1,
1.0699,bulbea,2266,Python,trading_ml,:boar: :bear: Deep Learning based Python Library for Stock Market Prediction and Modelling,https://github.com/achillesrasquinha/bulbea,2026-03-28,"deep-learning, finance, machine-learning, prediction, python-library, quantitative-finance, quantitative-trading, sentiment-analysis, stock-market, stock-market-prediction, stock-prediction",NOASSERTION,485,36,
1.0669,nautilus_trader,21489,Rust,trading_infra,Production-grade Rust-native trading engine with deterministic event-driven architecture,https://github.com/nautechsystems/nautilus_trader,2026-03-29,"algorithmic-trading-engine, artificial-intelligence, crypto-trading, equity-trading, forex, futures-trading, machine-learning, options-trading, python, rust, sports-betting, trading, trading-platform",LGPL-3.0,2551,57,
1.063,strategies,5132,Unknown,trading_core,"quantitative trading with Javascript, Python, C++, PineScript, Blockly, MyLanguage(麦语言)",https://github.com/fmzquant/strategies,2026-03-29,,,1677,3,
1.0626,pyjuque,456,Python,trading_core,⚡ Open Source Algorithmic Trading Bot for Python.,https://github.com/tudorelu/pyjuque,2026-03-19,"algorithmic-trading, binance, bitcoin, bot, ccxt, cryptocurrencies, ethereum, kucoin, okex, plotting, python3, strategy, trading",MIT,90,13,
1.0607,Deep_Learning_Machine_Learning_Stock,1727,Jupyter Notebook,trading_ml,Deep Learning and Machine Learning stocks represent promising opportunities for both long-term and short-term investors and traders.,https://github.com/LastAncientOne/Deep_Learning_Machine_Learning_Stock,2026-03-27,"algorithms, data-science, deep-learning, feature-engineering, feature-extraction, feature-selection, features-extraction, financial-engineering, machine-learning, neural-network, prediction, stock-analysis, stock-data, stock-market, stock-prediction, stock-price-prediction, stock-prices, stock-trading, technical-analysis, trading",MIT,369,4,
1.06,TradingGym,1857,Python,trading_ml,Trading and Backtesting environment for training reinforcement learning agent or simple rule base algo.,https://github.com/Yvictor/TradingGym,2026-03-27,"backtest, backtesting-trading-strategies, python, reinforcement-learning, trading, trading-api, trading-bot, trading-platform, trading-simulator, trading-strategies",MIT,370,11,
1.0465,Stock-Price-Predictor,316,HTML,trading_ml,"This project seeks to utilize Deep Learning models, Long-Short Term Memory (LSTM) Neural Network algorithm, to predict stock prices. ",https://github.com/Rajat-dhyani/Stock-Price-Predictor,2026-03-18,"capstone, deep-learning, jupyter-notebook, keras-tensorflow, long-short-term-memory, lstm, machine-learning, neural-network-algorithm, numpy, pandas, prediction, python, recurrent-neural-networks, stock-price-predictor, stock-prices",,165,5,
1.0439,QuantMuse,2135,Python,trading_core,"A comprehensive quantitative trading system with AI-powered analysis, real-time data processing, and advanced risk management",https://github.com/0xemmkty/QuantMuse,2026-03-29,"machine-learning, python, quantitative-trading",MIT,474,6,
1.0438,crypto-rl,945,Python,trading_ml,Deep Reinforcement Learning toolkit: record and replay cryptocurrency limit order book data & train a DDQN agent,https://github.com/sadighian/crypto-rl,2026-03-28,"arctic, bitcoin, bitfinex, coinbase, coinbase-pro, cryptocurrencies, deep-reinforcement-learning, dqn, hft, limit-order-book, mongodb, multiprocessing, multithreading, order-book, orderbook, recorder, tick-data, tickstore, trading, trading-algorithms",,242,5,
1.0405,CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot,475,Python,trading_core,https://t.me/yeahrbb Automated cex option futures spot algorithm crypto quant binance bitget bybit kucoin trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance trading bot binance bot,https://github.com/yeahrb/CEX-Option-Futures-Crypto-Quant-Algorithm-Trading-Bot,2026-03-29,"binance, binancetrading, bitget, bot, bybit, cex, crypto, cryptocurrency, futures, futures-trading, kucoin, option, quant, stock, trading, trading-algorithm, trading-algorithms-bot, trading-strategy",,30,10,
1.0393,basana,820,Python,trading_core,"A Python async and event driven framework for algorithmic trading, with a focus on crypto currencies.",https://github.com/gbeced/basana,2026-03-27,"algorithmic-trading, asyncio, backtesting, binance, cryptocurrency, trading-algorithms, trading-bot",NOASSERTION,109,2,
1.0271,Personae,1401,Python,trading_ml,📈 Personae is a repo of implements and environment of Deep Reinforcement Learning & Supervised Learning for Quantitative Trading.,https://github.com/Ceruleanacg/Personae,2026-03-22,"paper, reinforcement-learning, stock, stock-data, stock-price-prediction, supervised-learning, time-series-prediction, trading",MIT,340,9,
1.0266,best-of-algorithmic-trading,762,Unknown,trading_core,"A ranked list of algorithmic trading open-source libraries, frameworks, bots, tools, books, communities, education materials. Updated weekly.",https://github.com/merovinh/best-of-algorithmic-trading,2026-03-29,"algorithmic-trading, algotrading, best-of-algotrading, trading, trading-api, trading-bot",CC-BY-SA-4.0,116,1,
1.023,crypto-trading-bot,3452,TypeScript,trading_infra,"Cryptocurrency trading bot in javascript for Bitfinex, Bitmex, Binance, Bybit ... (public edition)",https://github.com/Haehnchen/crypto-trading-bot,2026-03-27,"binance, bitfinex, bitmex, bot, bybit, ccxt, coinbase, crypto, cryptocurrency, docker, exchange, javascript, margin, nodejs, trading, trading-bot, trading-strategies, tradingview, websocket",MIT,1037,118,
1.0187,freqtrade,48162,Python,topic_search,"Free, open source crypto trading bot",https://github.com/freqtrade/freqtrade,2026-03-29,"algorithmic-trading, bitcoin, cryptocurrencies, cryptocurrency, freqtrade, python, telegram-bot, trade, trading-bot",GPL-3.0,10032,40,
1.0157,stock-prediction-deep-neural-learning,670,Jupyter Notebook,trading_ml,Predicting stock prices using a TensorFlow LSTM (long short-term memory) neural network for times series forecasting,https://github.com/JordiCorbilla/stock-prediction-deep-neural-learning,2026-03-27,"crypto, cryptocurrency, deep-learning, deep-neural-networks, finance, jupyter-notebook, lstm, lstm-model, lstm-neural-networks, machine-learning, market-data, recurrent-neural-networks, stock, stock-prediction, stock-prices, time-series, yfinance",CC0-1.0,125,0,
1.0141,High-Frequency-Trading-Model-with-IB,2901,Python,trading_core,A high-frequency trading model using Interactive Brokers API with pairs and mean-reversion in Python,https://github.com/jamesmawm/High-Frequency-Trading-Model-with-IB,2026-03-26,,MIT,683,12,
1.0125,qlib,39487,Python,topic_search,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",https://github.com/microsoft/qlib,2026-03-29,"algorithmic-trading, auto-quant, deep-learning, finance, fintech, investment, machine-learning, paper, platform, python, quant, quant-dataset, quant-models, quantitative-finance, quantitative-trading, research, research-paper, stock-data",MIT,6174,385,
